Name,Team,Starting season,Power_Index,FR,Events-FR,freshman_PPE,SO,Events-SO,JR,Events-JR,SR,Events-SR,Total Points,PPE
Anthony Albracht,University of Virginia,19,7.67,8,3,2.666666667,8,3,24,3,29,3,69,5.75
Zachary Fong,University of Virginia,19,3.4,44,3,14.66666667,38,3,68,3,73,3,223,18.58333333
Luke Georgiadis,University of Virginia,18,-1,,,0,,,,,,,0,0
Daniel Golczewski,University of Virginia,19,16.82,13,3,4.333333333,11,3,2,3,,,26,2.888888889
Brandon Goldstein,University of Virginia,19,18.19,,,0,,,,,,,0,0
Matthew Hrabchak,University of Virginia,19,10.52,41,3,13.66666667,14,3,,,,,55,9.166666667
Bryce Keblish,University of Virginia,19,12.58,13,3,4.333333333,31,3,61,3,60,3,165,13.75
Gust Kouvaris,University of Virginia,19,15.36,19,3,6.333333333,8,3,15,3,5,3,47,3.916666667
Samuel Magnan,University of Virginia,19,4.66,50,3,16.66666667,39,3,64,3,49,3,202,16.83333333
Albert Subirats,University of Virginia,16,100,,,0,,,,,,,0,0
Omer Tara,University of Virginia,18,3.24,,,0,,,,,,,0,0
Murat Yildirim,University of Virginia,19,100,21,4,5.25,,,,,,,21,5.25
Ryan Baker,University of Virginia,20,1.76,14,3,4.666666667,39,3,66,3,76,3,195,16.25
Joseph Clark,University of Virginia,20,30.49,50,4,12.5,47,4,56,4,41,4,194,12.125
Henry Keel,University of Virginia,20,7.51,,,0,,,0,3,,,0,0
Samson Miller,University of Virginia,20,100,0,3,0,,,,,,,0,0
Jared Norton,University of Virginia,20,3.05,0,3,0,,,,,,,0,0
Jason Quinn,University of Virginia,20,8.67,,,0,,,,,,,0,0
Frederick Schubert,University of Virginia,20,1.09,43,3,14.33333333,40,3,72,3,90,3,245,20.41666667
Ian Shelton,University of Virginia,20,100,42,3,14,19,3,32,3,49,3,142,11.83333333
Nickolas Switzer,University of Virginia,20,10.06,,,0,,,,,,,0,0
Kyle Ward,University of Virginia,20,7.07,4,3,1.333333333,,,,,,,4,1.333333333
Jacob Wells,University of Virginia,20,17.46,,,0,13,3,17,3,,,30,5
John Whiteside,University of Virginia,20,3.34,62,3,20.66666667,,,,,,,62,20.66666667
Keefer Barnum,University of Virginia,21,2.08,50,3,16.66666667,53,3,54,3,,,157,17.44444444
Tristan Gess,University of Virginia,21,100,0,2,0,4,3,,,,,4,0.8
Robert Giller,University of Virginia,21,1.78,76,3,25.33333333,,,,,,,76,25.33333333
Matthew Otto,University of Virginia,21,2.63,57,3,19,51,3,31,2,,,139,17.375
Samuel Schilling,University of Virginia,21,1.76,0,3,0,23,3,55,3,,,78,8.666666667
George Wozencraft,University of Virginia,21,8.82,21,3,7,50,3,,,,,71,11.83333333
Lewis BURRAS,University of Virginia,22,1.64,,,0,,,,,,,0,0
Walker Creedon,University of Virginia,22,-1,46,3,15.33333333,28,3,,,,,74,12.33333333
Nico Ferrara,University of Virginia,22,13.03,,,0,,,,,,,0,0
Jacob Greenberg,University of Virginia,22,100,,,0,39,3,,,,,39,13
Justin Grender,University of Virginia,22,1.04,22,3,7.333333333,39,3,,,,,61,10.16666667
Connor Killion,University of Virginia,22,11.77,,,0,,,,,,,0,0
Oliver Rus,University of Virginia,22,4.08,,,0,,,,,,,0,0
Casey Storch,University of Virginia,22,1.27,57,3,19,75,3,,,,,132,22
Sean Conway,University of Virginia,23,1.6,55,3,18.33333333,,,,,,,55,18.33333333
Maxwell Edwards,University of Virginia,23,5.47,23,3,7.666666667,,,,,,,23,7.666666667
Joshua Fong,University of Virginia,23,13.18,11,3,3.666666667,,,,,,,11,3.666666667
Daniel Gyenis,University of Virginia,23,7.41,9,3,3,,,,,,,9,3
Konnar Klinksiek,University of Virginia,23,10.54,26,3,8.666666667,,,,,,,26,8.666666667
August Lamb,University of Virginia,23,10.24,35,3,11.66666667,,,,,,,35,11.66666667
Henry Schutte,University of Virginia,23,7.27,3,3,1,,,,,,,3,1
John Walker,University of Virginia,23,1.62,57,3,19,,,,,,,57,19
Jack Wright,University of Virginia,23,2.53,37,3,12.33333333,,,,,,,37,12.33333333
Drake Becksted,Virginia Tech,16,2.4,,,0,,,0,3,0,3,0,0
Benjamin Borgert,Virginia Tech,17,5.83,,,0,,,,,,,0,0
Lucas Bureau,Virginia Tech,16,5.87,,,0,52,3,42,3,43,3,137,15.22222222
Owen Burns,Virginia Tech,15,5.82,,,0,,,54,3,75,3,129,21.5
Kyle Butts,Virginia Tech,15,100,,,0,,,48,3,68,3,116,19.33333333
Harrison Cefalo,Virginia Tech,15,2.17,,,0,,,44,3,37,3,81,13.5
James Crabb,Virginia Tech,15,3.89,,,0,,,10,3,,,10,3.333333333
Emmett Dignan,Virginia Tech,15,4.78,,,0,,,16,3,,,16,5.333333333
Brandon Fiala,Virginia Tech,17,1.67,61,3,20.33333333,82,3,92,3,92,3,327,27.25
Christopher Fiala,Virginia Tech,15,100,,,0,,,38,3,33,3,71,11.83333333
Ryan Hawkins,Virginia Tech,15,100,,,0,,,79,3,,,79,26.33333333
Collin Higgins,Virginia Tech,15,3.89,,,0,,,65,3,29,3,94,15.66666667
Nathan Hoisington,Virginia Tech,15,-1,,,0,,,,,,,0,0
Kevin Hunt,Virginia Tech,15,19.91,,,0,,,,,,,0,0
Morgan Latimer,Virginia Tech,15,4.78,,,0,,,77,5,57,4,134,14.88888889
Jacob Ores,Virginia Tech,15,2.71,,,0,,,51,3,53,3,104,17.33333333
Robert Owen,Virginia Tech,17,2.07,66,3,22,70,3,80,3,82,4,298,22.92307692
Brian Rothschild,Virginia Tech,16,6.34,,,0,,,,,,,0,0
Thomas Shinholser,Virginia Tech,14,-1,,,0,,,,,61,3,61,20.33333333
Adam Stacklin,Virginia Tech,17,3.75,,,0,13,3,3,3,6,3,22,2.444444444
Logan Stevens,Virginia Tech,16,100,,,0,46,3,67,3,56,3,169,18.77777778
Zachary Switzer,Virginia Tech,17,2.75,40,3,13.33333333,38,3,28,4,55,3,161,12.38461538
Michal Szuba,Virginia Tech,16,1.45,,,0,47,3,64,3,40,3,151,16.77777778
Nicholas Tremols,Virginia Tech,15,2.82,,,0,,,49,3,,,49,16.33333333
John Trope,Virginia Tech,15,-1,,,0,,,,,,,0,0
Anthony Zoldork,Virginia Tech,14,6.86,,,0,,,,,,,0,0
Mauro Castro-Silva,Virginia Tech,18,-1,46,3,15.33333333,77,3,40,3,32,3,195,16.25
Peter Conzola,Virginia Tech,18,3.37,,,0,,,,,,,0,0
Eric Delmonte,Virginia Tech,18,4.4,,,0,,,,,,,0,0
Justin Edwards,Virginia Tech,18,2.75,0,3,0,6,3,18,3,17,3,41,3.416666667
Jack Gigliotti,Virginia Tech,15,100,,,0,,,,,12,3,12,4
Christopher Grimmett-Norris,Virginia Tech,18,3.79,29,3,9.666666667,,,0,3,,,29,4.833333333
Harrison Pierce,Virginia Tech,18,1.14,2,3,0.666666667,3,3,16,3,14,3,35,2.916666667
Mauro Silva,Virginia Tech,18,-1,,,0,,,,,,,0,0
Brandon Tutty,Virginia Tech,18,3.88,,,0,,,,,,,0,0
Christopher Wang,Virginia Tech,18,6.86,,,0,,,,,,,0,0
Brent Benedict,Virginia Tech,19,14.54,19,4,4.75,9,3,,,,,28,4
Jordan Bovee,Virginia Tech,19,17.35,,,0,,,,,,,0,0
Eduardo Castro-Silva,Virginia Tech,19,100,59,3,19.66666667,44,3,13,3,,,116,12.88888889
Michael Craddock,Virginia Tech,19,4,35,3,11.66666667,56,3,34,3,16,3,141,11.75
Steffen Erickson,Virginia Tech,19,14.65,,,0,,,,,,,0,0
Ian Ho,Virginia Tech,19,-1,2,3,0.666666667,22,3,26,3,28,3,78,6.5
Oscar Ike,Virginia Tech,19,15.99,,,0,,,,,,,0,0
John Kale,Virginia Tech,19,15.03,,,0,,,,,,,0,0
Nicholas McGarry,Virginia Tech,19,5.88,,,0,,,,,,,0,0
Christopher Outlaw,Virginia Tech,19,15.99,,,0,,,,,,,0,0
Nathan Pawlowicz,Virginia Tech,19,12.61,2,3,0.666666667,0,3,,,,,2,0.333333333
Benjamin Schiesl,Virginia Tech,19,100,54,3,18,44,3,61,3,49,3,208,17.33333333
Norbert Szabo,Virginia Tech,19,100,27,3,9,57,3,67,3,41,3,192,16
Adam Thomas,Virginia Tech,19,22.13,,,0,,,,,,,0,0
Sean Workman,Virginia Tech,19,10.57,25,3,8.333333333,24,3,4,3,25,3,78,6.5
Aaron Boyd,Virginia Tech,20,9.3,,,0,,,,,,,0,0
Hassler Carroll,Virginia Tech,20,6.31,7,3,2.333333333,4,3,0,3,,,11,1.222222222
Brandon Fabian,Virginia Tech,20,7.29,,,0,,,,,,,0,0
David Herbert,Virginia Tech,20,13.56,,,0,13,3,1,1,,,14,3.5
Jacob Lamparella,Virginia Tech,19,19.68,,,0,19,4,3,4,28,4,50,4.166666667
Colin Murphy,Virginia Tech,20,3.72,,,0,0,3,,,,,0,0
Nicholas Olson,Virginia Tech,19,20.6,,,0,,,,,,,0,0
Cooper Pitts,Virginia Tech,20,15.62,,,0,,,,,,,0,0
Nicholas Schwegel,Virginia Tech,20,10.08,,,0,,,,,,,0,0
Simon Shi,Virginia Tech,20,6.62,,,0,0,3,11,3,13,3,24,2.666666667
Connor Doyle,Virginia Tech,21,2.51,,,0,,,0,3,,,0,0
Collin Fiala,Virginia Tech,21,20.45,,,0,,,,,,,0,0
Gershwin Greene,Virginia Tech,21,8.04,,,0,,,,,,,0,0
Thomas Hallock,Virginia Tech,21,1.7,0,3,0,12,3,48,3,,,60,6.666666667
Alexander McMurry,Virginia Tech,21,9.98,,,0,,,,,,,0,0
Lasse Pittioni,Virginia Tech,20,21.76,,,0,6,3,,,,,6,2
Lane Stone,Virginia Tech,21,1.23,61,3,20.33333333,76,3,64,3,,,201,22.33333333
Samuel Tornqvist,Virginia Tech,21,100,40,3,13.33333333,73,4,67,3,,,180,18
Ethan Apisa,Virginia Tech,21,14.1,,,0,,,,,,,0,0
Henry Claesson,Virginia Tech,22,5.68,0,3,0,0,3,,,,,0,0
Brennan Doss,Virginia Tech,22,4.64,14,3,4.666666667,24,3,,,,,38,6.333333333
Dylan Eichberg,Virginia Tech,22,4.15,,,0,27,3,,,,,27,9
Benjamin Hicks,Virginia Tech,22,9.32,,,0,,,,,,,0,0
Alexander Hines,Virginia Tech,21,4.57,,,0,,,,,,,0,0
Antani Ivanov,Virginia Tech,22,1.15,53,3,17.66666667,73,3,,,,,126,21
Philip Manoff,Virginia Tech,22,1.77,28,3,9.333333333,54,5,,,,,82,10.25
Filippo maso,Virginia Tech,22,100,43,3,14.33333333,56,3,,,,,99,16.5
Keith Myburgh,Virginia Tech,22,1.59,29,3,9.666666667,37,3,,,,,66,11
Justin Rich,Virginia Tech,20,6.7,,,0,,,,,,,0,0
Alexander Wright,Virginia Tech,22,6.52,0,3,0,,,,,,,0,0
Noah Zawadzki,Virginia Tech,22,100,49,3,16.33333333,60,3,,,,,109,18.16666667
Hunter Cassady,Virginia Tech,23,20.95,,,0,,,,,,,0,0
Jaedin Clark,Virginia Tech,23,26.69,,,0,,,,,,,0,0
Taj Cole,Virginia Tech,23,100,7,3,2.333333333,,,,,,,7,2.333333333
Noah Desman,Virginia Tech,22,11.21,,,0,,,,,,,0,0
William Koeppen,Virginia Tech,23,18.1,8,3,2.666666667,,,,,,,8,2.666666667
Cobi Lopez Miro,Virginia Tech,23,12.32,3,3,1,,,,,,,3,1
Joseph Perreault,Virginia Tech,23,100,18,3,6,,,,,,,18,6
Ananias Pouch,Virginia Tech,23,2.49,53,3,17.66666667,,,,,,,53,17.66666667
Ryan Vipavetz,Virginia Tech,23,3.94,0,3,0,,,,,,,0,0
Forest Webb,Virginia Tech,23,13.82,35,4,8.75,,,,,,,35,8.75
Estefan Albiero,University of Louisville,17,21.33,,,0,,,,,,,0,0
Brennen Berger,University of Louisville,17,3.26,,,0,,,23,3,28,3,51,8.5
Sam Blair,University of Louisville,14,-1,,,0,,,,,,,0,0
Caryle Blondell,University of Louisville,15,5.91,,,0,,,,,22,3,22,7.333333333
David Boland,University of Louisville,17,2.65,,,0,25,3,42,3,34,3,101,11.22222222
Nathaniel Bond,University of Louisville,16,14.9,,,0,,,,,,,0,0
Victor Borduchi,University of Louisville,14,-1,,,0,,,,,,,0,0
Addison Bray,University of Louisville,15,4.86,,,0,,,,,55,3,55,18.33333333
Joe Brown,University of Louisville,17,4.82,,,0,,,,,,,0,0
Trevor Carroll,University of Louisville,17,3.64,,,0,74,3,78,4,71,3,223,22.3
Kameron Chastain,University of Louisville,15,6.93,,,0,,,,,,,0,0
Pedro Coutinho,University of Louisville,16,21.43,,,0,,,33,3,27,3,60,10
Thomas Dahlia,University of Louisville,15,100,,,0,,,,,79,3,79,26.33333333
Joao De Lucca,University of Louisville,15,-1,,,0,,,,,,,0,0
Bryan Draganosky,University of Louisville,16,2.68,,,0,,,37,3,,,37,12.33333333
Rudy Edelen,University of Louisville,15,5.43,,,0,,,,,38,3,38,12.66666667
Christian Garkani,University of Louisville,17,3.31,,,0,,,,,,,0,0
Aaron Greene,University of Louisville,17,1.76,,,0,51,3,39,3,39,3,129,14.33333333
Murilo Gustineli,University of Louisville,17,-1,,,0,,,,,,,0,0
Nicholas Hasemann,University of Louisville,17,10.02,,,0,,,2,3,,,2,0.666666667
Ruben Izarra,University of Louisville,16,-1,,,0,,,,,,,0,0
Matthias Lindenbauer,University of Louisville,17,100,,,0,62,3,53,3,62,3,177,19.66666667
Lemar Linton,University of Louisville,15,11.42,,,0,,,,,,,0,0
Juan Lopez,University of Louisville,15,83.99,,,0,,,,,,,0,0
Brett Mackenzie,University of Louisville,16,4.34,,,0,,,,,,,0,0
Ryan Massey,University of Louisville,17,3.18,,,0,,,47,3,9,3,56,9.333333333
Evan Noble,University of Louisville,15,-1,,,0,,,,,,,0,0
Neil O'Halloran,University of Louisville,15,-1,,,0,,,,,,,0,0
Sean Piner,University of Louisville,16,100,,,0,,,20,3,31,3,51,8.5
Joshua Quallen,University of Louisville,17,1.13,,,0,68,3,65,3,70,3,203,22.55555556
Matthew Ryan,University of Louisville,15,20.51,,,0,,,,,,,0,0
William Schultz,University of Louisville,17,2.2,,,0,,,,,,,0,0
Nolan Smith,University of Louisville,17,24.11,,,0,,,,,,,0,0
Grigory Tarasevich,University of Louisville,17,9.39,,,0,60,4,73,4,84,4,217,18.08333333
Nolan Tesone,University of Louisville,16,2.74,,,0,,,75,3,77,3,152,25.33333333
Dexter Thomas,University of Louisville,16,9.38,,,0,,,,,,,0,0
Mihael Vukic,University of Louisville,17,1.69,,,0,,,,,,,0,0
Brooks Wilmoth,University of Louisville,14,10.42,,,0,,,,,,,0,0
Kevin Wilmoth,University of Louisville,15,-1,,,0,,,,,,,0,0
Aaron Young,University of Louisville,15,2.82,,,0,,,,,61,3,61,20.33333333
Marcelo Acosta,University of Louisville,15,2.53,,,0,,,,,61,3,61,20.33333333
Ryan Bohn,University of Louisville,15,-1,,,0,,,,,,,0,0
Carlos Claverie,University of Louisville,18,100,53,3,17.66666667,78,3,66,3,79,3,276,23
Clayton Helsley,University of Louisville,18,17.43,,,0,,,,,,,0,0
Todd Owen,University of Louisville,18,1.89,38,3,12.66666667,15,3,,,3,2,56,7
Jonathan Zoucha,University of Louisville,18,2.07,,,0,32,3,23,3,31,3,86,9.555555556
Abel Aulbach,University of Louisville,19,-1,,,0,,,0,3,,,0,0
Jacob DeMercurio,University of Louisville,19,21.65,,,0,,,,,,,0,0
Daniel Fecteau,University of Louisville,19,100,6,3,2,41,3,24,3,62,3,133,11.08333333
Zach Harting,University of Louisville,19,7.72,73,3,24.33333333,77,3,70,3,67,3,287,23.91666667
Troy Holder,University of Louisville,17,-1,,,0,,,,,,,0,0
Mate Kovacs,University of Louisville,19,18.8,,,0,,,11,3,1,3,12,2
Andrej Barna,University of Louisville,20,2.13,40,3,13.33333333,73,3,65,3,65,3,243,20.25
Graham Barrett,University of Louisville,20,11.06,,,0,11,3,13,3,,,24,4
Mark Chernov,University of Louisville,20,-1,,,0,,,,,,,0,0
Evan Cooper,University of Louisville,20,100,,,0,,,,,,,0,0
Keegan Foulke,University of Louisville,20,2.08,43,3,14.33333333,16,3,14,3,,,73,8.111111111
Etay Gurevich,University of Louisville,20,-1,42,3,14,73,3,,,,,115,19.16666667
Jarrett Jones,University of Louisville,20,3.67,44,3,14.66666667,52,3,22,3,25,3,143,11.91666667
Sean Riley,University of Louisville,20,100,2,3,0.666666667,,,,,,,2,0.666666667
Derek Sander,University of Louisville,20,2.79,,,0,,,,,,,0,0
Samuel Steele,University of Louisville,20,4.71,,,0,30,3,19,3,13,3,62,6.888888889
Nicolas Albiero,University of Louisville,21,1.04,87,5,17.4,86,6,91,5,,,264,16.5
Spencer Carl,University of Louisville,21,1.39,,,0,,,,,,,0,0
Joseph Hampel,University of Louisville,21,8.42,,,0,,,,,,,0,0
Daniel Pinto,University of Louisville,21,100,14,3,4.666666667,42,3,52,3,,,108,12
Anderson Sellers,University of Louisville,20,15.39,,,0,,,,,,,0,0
Theodore Smith,University of Louisville,21,2.47,41,3,13.66666667,18,3,16,3,,,75,8.333333333
Nikolaos SOFIANIDIS,University of Louisville,21,6.25,53,3,17.66666667,48,3,42,3,,,143,15.88888889
Evgenii SOMOV,University of Louisville,21,100,80,3,26.66666667,67,3,90,3,,,237,26.33333333
Daniel SOS,University of Louisville,21,-1,67,3,22.33333333,54,3,56,3,,,177,19.66666667
Santiago Aguilera,University of Louisville,22,12.52,,,0,,,,,,,0,0
Tanner Cummings,University of Louisville,22,14.65,,,0,11,3,,,,,11,3.666666667
Hayden Curley,University of Louisville,22,1.37,24,3,8,35,3,,,,,59,9.833333333
Mihalis Deliyiannis,University of Louisville,21,10.21,,,0,,,28,3,,,28,9.333333333
Michael Eastman,University of Louisville,22,10.92,,,0,27,3,,,,,27,9
Kivanc Gur,University of Louisville,22,-1,19,3,6.333333333,30,3,,,,,49,8.166666667
Griffin Manning,University of Louisville,22,13.09,,,0,,,,,,,0,0
Colton Paulson,University of Louisville,22,1.38,50,3,16.66666667,65,3,,,,,115,19.16666667
Bartosz Piszczorowicz,University of Louisville,22,1.07,46,3,15.33333333,,,,,,,46,15.33333333
Jack Wever,University of Louisville,22,11.32,,,0,,,,,,,0,0
Mitchell Whyte,University of Louisville,22,5.14,63,3,21,69,3,,,,,132,22
Kyle Worrell,University of Louisville,22,9.5,,,0,,,,,,,0,0
Greyson Alarcon,University of Louisville,23,11.2,,,0,,,,,,,0,0
Caleb Duncan,University of Louisville,23,10.51,,,0,,,,,,,0,0
Sky Geovanni,University of Louisville,23,100,9,3,3,,,,,,,9,3
Jeremiah Holmes,University of Louisville,23,19.21,,,0,,,,,,,0,0
Neal Morsi,University of Louisville,23,21.46,,,0,,,,,,,0,0
Sasha Palazzo,University of Louisville,20,-1,,,0,,,,,17,3,17,5.666666667
Aaron Parrott,University of Louisville,22,16.2,,,0,,,,,,,0,0
Abdelrahman SAMEH,University of Louisville,23,5.64,65,3,21.66666667,,,,,,,65,21.66666667
ILIA SIBIRTSEV,University of Louisville,23,1.42,,,0,,,,,,,0,0
Logan Smith,University of Louisville,23,19.05,,,0,,,,,,,0,0
Adam Sneden,University of Louisville,23,100,13,3,4.333333333,,,,,,,13,4.333333333
